Date,Product,Customer_Category,,,
27/04/2023,"['Toilet Freshner', 'Yogurt', 'Dustpan', 'Deodorant', 'Honey']",Senior Citizen,,,
27/04/2023,"['Coconut oil', 'Trash Bags', 'Spinach', 'Onions', 'Stationery']",Senior Citizen,,,
27/04/2023,"['Olive Oil', 'Bread']",Middle-Aged,,,
27/04/2023,['Yogurt'],Senior Citizen,,,
27/04/2023,"['Ragi Malt', 'Banana', 'Vegetables']",Young Adult,,,
27/04/2023,"['Tea','Biscuit', 'Paper Towel For Faces', 'Toothpaste',  'Tongue Cleaner', 'Hair Gel']",Homemaker,,,
27/04/2023,"['Orange', 'Cleaning Spray', 'Potatoes']",Young Adult,,,
27/04/2023,"['Laundry Detergent', 'Spinach']",Middle-Aged,,,
27/04/2023,"['Spinach', 'Spinach', 'Kambu Rice', 'Honey', 'Chips']",Young Adult,,,
27/04/2023,"['Olive Oil', 'Toothpaste',  'Tongue Cleaner', 'Tomatoes', 'Hand Sanitizer', 'Wheat Flour']",Middle-Aged,,,
27/04/2023,"['Mop','Rice','Dhal']",Homemaker,,,
27/04/2023,"['Spices','Rice','Dhal', 'Sugar']",Middle-Aged,,,
27/04/2023,"['Tissues', 'Hand Sanitizer', 'Bread', 'Tea','Biscuit', 'Peanut Butter']",Middle-Aged,,,
27/04/2023,"['Olive Oil', 'Cleaning Spray', 'Cereal Bars', 'Deodorant']",Senior Citizen,,,
27/04/2023,"['Coffee','Biscuit', 'Ice Cream', 'Bread', 'Cereal']",Middle-Aged,,,
27/04/2023,"['Power Strips', 'Cleaner']",Senior Citizen,,,
27/04/2023,"['Toothpaste',  'Tongue Cleaner']",Young Adult,,,
27/04/2023,"['Salt','Rice','Dhal']",Teenager,,,
27/04/2023,"['Stationery', 'Jam','Bread']",Senior Citizen,,,
27/04/2023,"['Spinach', 'Laundry Detergent', 'Soda', 'Yogurt', 'Carrots']",Senior Citizen,,,
27/04/2023,"['Pasta', 'Broom', 'Onions', 'Wheat Rava', 'Dish Soap']",Middle-Aged,,,
27/04/2023,"['Chips', 'Black pepper', 'Shower Gel', 'Insect Repellent', 'Plant Fertilizer']",Middle-Aged,,,
28/04/2023,['Mustard'],Teenager,,,
28/04/2023,"['Cereal Bars', 'Dish Soap', 'Carrots', 'Eggs']",Middle-Aged,,,
28/04/2023,"['Apple', 'Dishwash scrubber', 'Tomatoes', 'Kambu Rice']",Homemaker,,,
28/04/2023,"['Juices','Chips']",Middle-Aged,,,
28/04/2023,"['Soap', 'Saftey Razor Blade']",Young Adult,,,
28/04/2023,"['Toilet Freshner', 'Tomatoes','Rice','Dhal', 'Wheat Rava', 'Tea','Biscuit', 'Chocolate']",Senior Citizen,,,
28/04/2023,"['Body wash', 'Cleaner', 'Light Bulbs', 'Power Strips', 'Pasta']",Young Adult,,,
28/04/2023,['Dustpan'],Teenager,,,
28/04/2023,"['Deodorant', 'Shampoo']",Young Adult,,,
28/04/2023,"['Trash Bags', 'Dishwash scrubber', 'Onions']",Senior Citizen,,,
28/04/2023,['Onions'],Young Adult,,,
28/04/2023,"['Cleaning Spray', 'Air Freshener', 'Pasta', 'Spices', 'Rice','Spices']",Middle-Aged,,,
28/04/2023,"['Ragi Malt', 'Black pepper', 'Ketchup', 'Paper Towel For Faces']",Middle-Aged,,,
28/04/2023,['Sugar'],Middle-Aged,,,
28/04/2023,"['Cheese', 'Honey', 'Rice','Spices']",Senior Citizen,,,
28/04/2023,"['Spinach','Rice','Dhal', 'Milk']",Young Adult,,,
28/04/2023,['Toilet Freshner'],Middle-Aged,,,
28/04/2023,['Body wash'],Teenager,,,
28/04/2023,"['Eggs','Rice','Dhal', 'Yogurt', 'Bread']",Senior Citizen,,,
28/04/2023,"['Bread', 'Plant Fertilizer', 'Pasta', 'Ragi Malt']",Senior Citizen,,,
28/04/2023,"['Shampoo', 'Feminine Hygiene Products','Paper Towel for Faces', 'Cleaner']",Homemaker,,,
28/04/2023,"['Shampoo', 'Dustpan', 'Vinegar', 'Soap']",Middle-Aged,,,
28/04/2023,"['Ragi Malt', 'Paper Towel For Faces', 'Black pepper', 'Wheat Flour']",Young Adult,,,
28/04/2023,"['Rice','Dhal']",Middle-Aged,,,
28/04/2023,"['Semiya', 'Cheese', 'Shampoo', 'Orange']",Teenager,,,
28/04/2023,"['Ice Cream', 'Soda', 'Trash Bags', 'Bread', 'Saftey Razor Blade']",Senior Citizen,,,
28/04/2023,"['Vinegar', 'Toothpaste',  'Tongue Cleaner', 'Potatoes', 'Cheese']",Middle-Aged,,,
28/04/2023,"['Sugar', 'Sugar', 'Orange', 'Mop', 'Deodorant']",Senior Citizen,,,
28/04/2023,"['Cheese', 'Cooking Oil']",Middle-Aged,,,
28/04/2023,"['Diapers', 'Cleaning Spray']",Middle-Aged,,,
28/04/2023,"['Stationery', 'Broom', 'Baby Wipes', 'Paper Towel For Faces']",Teenager,,,
28/04/2023,"['Ragi Malt', 'Baby Wipes', Salt]",Young Adult,,,
28/04/2023,"['Dhal', 'Vinegar', 'Paper Towel For Faces', 'Cleaning Spray']",Young Adult,,,
28/04/2023,"['Baby Wipes', 'Sugar', 'Cereal']",Homemaker,,,
28/04/2023,['Dish Soap'],Middle-Aged,,,
28/04/2023,"['Shaving Cream','Razor']",Senior Citizen,,,
28/04/2023,"['Plant Fertilizer', 'Dhal']",Homemaker,,,
28/04/2023,"['Plant Fertilizer', 'Feminine Hygiene Products','Paper Towel for Faces', 'Vinegar', 'Paper Towel For Faces']",Homemaker,,,
28/04/2023,"['Coconut oil', 'Pickles']",Senior Citizen,,,
28/04/2023,"['Shampoo','Bathing soap']",Teenager,,,
28/04/2023,"['Vegetables','Rice','Dhal']",Senior Citizen,,,
28/04/2023,"['Vinegar', 'Wheat Rava', 'Rice','Dhal','Tomatoes']",Young Adult,,,
28/04/2023,"['Potatoes', 'Hand Sanitizer', 'Semiya', 'Jam','Bread', 'Milk']",Young Adult,,,
28/04/2023,"['Air Freshener', 'Mustard', 'Dustpan', 'Ketchup']",Teenager,,,
28/04/2023,"['Light Bulbs', 'Coffee','Biscuit', 'Air Freshener', 'Onions', 'Paper Towel For Faces']",Senior Citizen,,,
28/04/2023,"['Toilet Freshner', 'Chocolate', 'Yogurt', 'Air Freshener']",Young Adult,,,
28/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Olive Oil', 'Tissues']",Young Adult,,,
28/04/2023,"['Spices', 'Trash Bags', 'Saftey Razor Blade', 'Shampoo']",Middle-Aged,,,
28/04/2023,"['Cleaner', 'Tea','Biscuit', 'Sugar', 'Potatoes', 'Toothbrush','Ice Cream']",Senior Citizen,,,
28/04/2023,"['Spinach','Rice','Dhal', 'Body wash']",Young Adult,,,
28/04/2023,"['Bread', 'Feminine Hygiene Products','Paper Towel for Faces', 'Deodorant', 'Sugar']",Senior Citizen,,,
28/04/2023,['Chocolate'],Senior Citizen,,,
28/04/2023,"['Cleaning Spray', 'Paper Towel For Faces', 'Air Freshener', 'Shower Gel', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
28/04/2023,"['Potatoes','Ice Cream']",Young Adult,,,
28/04/2023,"['Body wash', 'Mop', 'Ketchup', 'Orange']",Teenager,,,
28/04/2023,"['Air Freshener', 'Potatoes', 'Black pepper', 'Broom']",Young Adult,,,
28/04/2023,"['Eggs', 'Olive Oil', 'Ketchup', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
28/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Pasta', 'Dish Soap', 'Hair Gel', 'Cereal']",Homemaker,,,
28/04/2023,"['Cereal Bars', 'Cheese', 'Wheat Rava']",Homemaker,,,
28/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Soda', 'Kambu Rice', 'Cereal', 'Vinegar']",Homemaker,,,
28/04/2023,"['Soda', 'Potatoes', 'Stationery', 'Kambu Rice', 'Laundry Detergent']",Homemaker,,,
28/04/2023,"['Coconut oil', 'Cooking Oil', 'Dustpan', 'Carrots', 'Pasta']",Senior Citizen,,,
28/04/2023,"['Potatoes', 'Sugar', 'Soda', 'Cereal Bars']",Young Adult,,,
28/04/2023,['Deodorant'],Homemaker,,,
28/04/2023,"['Soda', 'Bread']",Middle-Aged,,,
28/04/2023,"['Laundry Detergent', 'Ragi Malt']",Young Adult,,,
28/04/2023,['Cooking Oil'],Homemaker,,,
28/04/2023,"['Broom', 'Shampoo']",Senior Citizen,,,
28/04/2023,"['Trash Bags', 'Mop', 'Stationery', 'Plant Fertilizer', 'Deodorant']",Teenager,,,
28/04/2023,"['Hair Gel', 'Ketchup', 'Toothbrush']",Senior Citizen,,,
28/04/2023,"['Trash Bags', 'Coffee','Biscuit', 'Insect Repellent', 'Milk']",Middle-Aged,,,
28/04/2023,"['Trash Bags', 'Kambu Rice', 'Soda', 'Shaving Cream']",Middle-Aged,,,
28/04/2023,"['Laundry Detergent', 'Spices','Rice','Dhal', 'Cheese', 'Toilet Freshner', 'Trash Bags']",Middle-Aged,,,
28/04/2023,"['Air Freshener', 'Cereal Bars', 'Spinach', 'Chocolate', 'Chocolate']",Young Adult,,,
28/04/2023,"['Wheat Flour', 'Pickles', 'Mop', 'Laundry Detergent', 'Cheese']",Young Adult,,,
28/04/2023,"['Milk', 'Cereal', 'Insect Repellent', 'Peanut Butter']",Middle-Aged,,,
28/04/2023,"['Honey', 'Shower Gel', 'Salt','Rice','Dhal', 'Potatoes', 'Mustard']",Senior Citizen,,,
28/04/2023,"['Wheat Flour','Rice','Dhal']",Young Adult,,,
28/04/2023,"['Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
28/04/2023,"['Honey', 'Dish Soap']",Teenager,,,
28/04/2023,"['Juices','Chips']",Teenager,,,
28/04/2023,"['Bread', 'Deodorant']",Young Adult,,,
28/04/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Black pepper', 'Deodorant', 'Spinach']",Senior Citizen,,,
28/04/2023,['Laundry Detergent'],Senior Citizen,,,
28/04/2023,"['Deodorant', 'Cleaning Spray', 'Baby Wipes']",Homemaker,,,
28/04/2023,"['Juices','Chips', 'Vinegar']",Senior Citizen,,,
28/04/2023,"['Dustpan', 'Toothpaste',  'Tongue Cleaner', 'Insect Repellent', 'Black pepper']",Middle-Aged,,,
29/04/2023,['Tissues'],Senior Citizen,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Nuts', 'Spinach', 'Banana', 'Cereal Bars']",Homemaker,,,
29/04/2023,"['Insect Repellent', 'Tea','Biscuit', 'Mop', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
29/04/2023,"['Kambu Rice', 'Dustpan', 'Vinegar']",Homemaker,,,
29/04/2023,"['Toothbrush', 'Milk']",Teenager,,,
29/04/2023,"['Rice','Spices','Rice','Dhal', 'Wheat Rava', 'Hair Gel', 'Orange', 'Rice','Spices']",Senior Citizen,,,
29/04/2023,"['Semiya', 'Soap']",Young Adult,,,
29/04/2023,"['Juices','Chips', 'Dhal', 'Vegetables', 'Cooking Oil']",Young Adult,,,
29/04/2023,"['Light Bulbs', 'Wheat Rava', 'Vinegar', 'Vinegar']",Senior Citizen,,,
29/04/2023,"['Trash Bags', 'Shower Gel', 'Deodorant', 'Kambu Rice']",Homemaker,,,
29/04/2023,"['Cheese', 'Shaving Cream', 'Toothpaste',  'Tongue Cleaner', 'Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen,,,
29/04/2023,"['Apple', 'Peanut Butter', 'Hair Gel', 'Chips']",Middle-Aged,,,
29/04/2023,"['Shaving Cream', 'Pasta', 'Onions', 'Cleaner']",Teenager,,,
29/04/2023,"['Banana', 'Hand Sanitizer', 'Kambu Rice', 'Olive Oil']",Middle-Aged,,,
29/04/2023,"['Pickles', 'Potatoes', 'Nuts']",Young Adult,,,
29/04/2023,['Toothbrush'],Homemaker,,,
29/04/2023,"['Toilet Freshner', 'Milk', 'Rice','Spices','Ice Cream']",Middle-Aged,,,
29/04/2023,"['Chocolate', 'Black pepper','Ice Cream']",Teenager,,,
29/04/2023,"['Chocolate','Ice Cream']",Middle-Aged,,,
29/04/2023,['Onions'],Young Adult,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Yogurt']",Homemaker,,,
29/04/2023,"['Milk', 'Hand Sanitizer']",Middle-Aged,,,
29/04/2023,"['Potatoes', 'Cereal', 'Light Bulbs']",Homemaker,,,
29/04/2023,['Hair Gel'],Young Adult,,,
29/04/2023,"['Vegetables', 'Spinach', 'Cleaning Spray', 'Deodorant', 'Laundry Detergent']",Teenager,,,
29/04/2023,"['Jam','Bread', 'Soda', 'Semiya', 'Toothpaste',  'Tongue Cleaner', 'Insect Repellent']",Young Adult,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Diapers', 'Hand Sanitizer', 'Toilet Freshner']",Young Adult,,,
29/04/2023,"['Eggs', 'Milk', 'Peanut Butter']",Senior Citizen,,,
29/04/2023,"['Eggs', 'Saftey Razor Blade', 'Toilet Freshner', 'Cheese']",Teenager,,,
29/04/2023,"['Nuts', 'Cleaner', 'Hair Gel']",Middle-Aged,,,
29/04/2023,"['Vegetables', 'Plant Fertilizer', 'Sugar']",Young Adult,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Baby Wipes', 'Milk', 'Sugar']",Middle-Aged,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Sugar', 'Tissues', 'Milk']",Senior Citizen,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Cooking Oil', 'Cleaner', 'Tea','Biscuit']",Young Adult,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Cereal', 'Spinach', 'Broom']",Senior Citizen,,,
29/04/2023,['Wheat Rava'],Senior Citizen,,,
29/04/2023,"['Power Strips', 'Sugar', 'Dhal', 'Shower Gel']",Senior Citizen,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Milk', 'Power Strips', 'Broom', Salt]",Young Adult,,,
29/04/2023,"['Dishwash scrubber', 'Toothpaste',  'Tongue Cleaner', 'Vegetables']",Young Adult,,,
29/04/2023,"['Plant Fertilizer', 'Cooking Oil', 'Plant Fertilizer', 'Cereal Bars']",Senior Citizen,,,
29/04/2023,['Light Bulbs'],Middle-Aged,,,
29/04/2023,"['Semiya', 'Cooking Oil', 'Toilet Freshner', 'Power Strips', 'Chips']",Teenager,,,
29/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Insect Repellent']",Senior Citizen,,,
29/04/2023,"['Peanut Butter', 'Pickles']",Young Adult,,,
29/04/2023,"['Tissues', 'Bread', 'Kambu Rice']",Middle-Aged,,,
29/04/2023,"['Shaving Cream', 'Kambu Rice']",Middle-Aged,,,
29/04/2023,"['Ragi Malt', 'Insect Repellent', 'Ketchup', 'Soda', 'Tea','Biscuit']",Senior Citizen,,,
29/04/2023,['Diapers'],Senior Citizen,,,
29/04/2023,"['Honey', 'Ketchup', 'Cereal', 'Ice Cream']",Homemaker,,,
29/04/2023,"['Wheat Rava', 'Deodorant', 'Nuts', Salt, 'Pickles']",Teenager,,,
29/04/2023,"['Soap', 'Onions','Rice','Dhal', 'Toilet Freshner']",Senior Citizen,,,
29/04/2023,"['Pasta', 'Milk', 'Power Strips']",Senior Citizen,,,
29/04/2023,"['Jam','Bread']",Senior Citizen,,,
29/04/2023,['Ice Cream'],Young Adult,,,
29/04/2023,"['Bread', 'Vinegar', 'Vinegar', 'Chips']",Teenager,,,
29/04/2023,"['Yogurt', 'Soda', 'Milk', 'Peanut Butter']",Senior Citizen,,,
29/04/2023,"['Soda', 'Air Freshener', 'Laundry Detergent', 'Stationery', 'Dhal']",Young Adult,,,
29/04/2023,"['Light Bulbs', 'Shaving Cream', 'Laundry Detergent', 'Trash Bags', 'Mustard']",Middle-Aged,,,
29/04/2023,"['Cereal Bars', 'Ketchup', 'Dishwash scrubber', 'Potatoes', 'Sugar']",Teenager,,,
29/04/2023,['Soap'],Senior Citizen,,,
29/04/2023,['Hand Sanitizer'],Senior Citizen,,,
29/04/2023,"['Cereal', 'Olive Oil', 'Mop', 'Tomatoes']",Homemaker,,,
29/04/2023,"['Diapers', 'Milk', 'Cheese', 'Dustpan']",Senior Citizen,,,
29/04/2023,['Toothbrush'],Young Adult,,,
29/04/2023,"['Semiya', 'Saftey Razor Blade']",Senior Citizen,,,
29/04/2023,"['Deodorant', 'Mustard', 'Cereal', 'Pickles']",Young Adult,,,
29/04/2023,"['Body wash', 'Wheat Flour', 'Shampoo']",Senior Citizen,,,
29/04/2023,"['Coffee','Biscuit', 'Ice Cream', 'Pasta']",Young Adult,,,
29/04/2023,"['Sugar', 'Wheat Rava', 'Feminine Hygiene Products','Paper Towel for Faces', 'Dish Soap']",Teenager,,,
29/04/2023,"['Broom', 'Light Bulbs', 'Mop', 'Juices','Chips']",Senior Citizen,,,
29/04/2023,['Ketchup'],Young Adult,,,
29/04/2023,"['Rice','Spices', 'Coffee','Biscuit', 'Soda', 'Ketchup']",Young Adult,,,
29/04/2023,"['Soda', 'Spices', 'Vinegar', Salt, 'Tomatoes']",Young Adult,,,
29/04/2023,"['Banana', 'Carrots']",Teenager,,,
29/04/2023,"['Vinegar', 'Tissues']",Young Adult,,,
29/04/2023,"['Laundry Detergent', 'Shower Gel', 'Hand Sanitizer']",Middle-Aged,,,
29/04/2023,"['Nuts', 'Laundry Detergent', 'Hair Gel']",Young Adult,,,
29/04/2023,"['Coffee','Biscuit']",Senior Citizen,,,
29/04/2023,"['Light Bulbs', 'Milk', 'Power Strips']",Teenager,,,
29/04/2023,"['Milk', 'Peanut Butter', 'Ragi Malt', 'Jam','Bread', 'Air Freshener']",Middle-Aged,,,
29/04/2023,['Dhal'],Homemaker,,,
29/04/2023,"['Chocolate', 'Mustard', 'Baby Wipes']",Senior Citizen,,,
29/04/2023,"['Eggs', 'Wheat Rava', 'Olive Oil']",Senior Citizen,,,
30/04/2023,"['Cereal', 'Wheat Flour', 'Cleaner']",Teenager,,,
30/04/2023,"['Insect Repellent', 'Body wash', 'Dustpan']",Homemaker,,,
30/04/2023,['Shower Gel'],Middle-Aged,,,
30/04/2023,"['Cereal Bars', 'Ragi Malt']",Homemaker,,,
30/04/2023,"['Tea','Biscuit']",Senior Citizen,,,
30/04/2023,"['Black pepper', 'Tomatoes', 'Soda', 'Toothpaste',  'Tongue Cleaner', 'Body wash']",Teenager,,,
30/04/2023,"['Cereal', 'Vegetables']",Homemaker,,,
30/04/2023,"['Coconut oil', 'Toilet Freshner', 'Honey']",Young Adult,,,
30/04/2023,"['Carrots', 'Cleaner', 'Hand Sanitizer', 'Tea','Biscuit', 'Deodorant']",Teenager,,,
30/04/2023,"['Cheese', 'Coconut oil', 'Mop', 'Vinegar', 'Jam','Bread']",Senior Citizen,,,
30/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Rice','Spices']",Teenager,,,
30/04/2023,"['Rice','Spices', 'Apple']",Senior Citizen,,,
30/04/2023,"['Mustard', 'Diapers', 'Light Bulbs']",Senior Citizen,,,
30/04/2023,"['Nuts', 'Tea','Biscuit', 'Saftey Razor Blade', 'Cereal', 'Milk']",Senior Citizen,,,
30/04/2023,"['Spinach', 'Mop', 'Paper Towel For Faces', 'Shower Gel']",Homemaker,,,
30/04/2023,"['Dish Soap', 'Tea','Biscuit']",Homemaker,,,
30/04/2023,"['Insect Repellent', 'Chips']",Middle-Aged,,,
30/04/2023,"['Laundry Detergent', 'Toothbrush', 'Plant Fertilizer', 'Cleaning Spray']",Homemaker,,,
30/04/2023,"['Ketchup', 'Honey', 'Spinach']",Young Adult,,,
30/04/2023,"['Coconut oil', 'Onions', 'Pickles']",Young Adult,,,
30/04/2023,"['Rice','Spices', 'Soap', 'Carrots', 'Toilet Freshner']",Homemaker,,,
30/04/2023,['Mustard'],Homemaker,,,
30/04/2023,"['Bread', 'Vinegar']",Teenager,,,
30/04/2023,['Potatoes'],Senior Citizen,,,
30/04/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Dishwash scrubber', 'Milk']",Young Adult,,,
30/04/2023,['Carrots'],Young Adult,,,
30/04/2023,"['Eggs', 'Body wash', 'Power Strips', 'Hand Sanitizer']",Middle-Aged,,,
30/04/2023,"['Baby Wipes', 'Cleaner', 'Chips', 'Dustpan', 'Tomatoes']",Homemaker,,,
30/04/2023,"['Cleaner', 'Honey', 'Soap', 'Deodorant', 'Tea','Biscuit']",Young Adult,,,
30/04/2023,['Dishwash scrubber'],Young Adult,,,
30/04/2023,"['Plant Fertilizer', 'Deodorant', 'Nuts', 'Potatoes']",Young Adult,,,
30/04/2023,"['Milk', 'Apple', 'Bread', 'Milk']",Senior Citizen,,,
30/04/2023,"['Cereal Bars', 'Black pepper', 'Shampoo', 'Banana', 'Cereal Bars']",Senior Citizen,,,
30/04/2023,"['Insect Repellent', 'Laundry Detergent']",Young Adult,,,
30/04/2023,"['Mustard', 'Milk']",Senior Citizen,,,
30/04/2023,"['Ragi Malt', 'Sugar', 'Wheat Rava', 'Baby Wipes']",Senior Citizen,,,
30/04/2023,"['Shampoo', 'Ice Cream', 'Pickles', 'Plant Fertilizer', 'Pickles']",Young Adult,,,
30/04/2023,"['Dhal', 'Hair Gel', 'Coconut oil', 'Hair Gel', 'Coffee','Biscuit']",Middle-Aged,,,
30/04/2023,"['Pickles', 'Ketchup']",Middle-Aged,,,
30/04/2023,['Dishwash scrubber'],Young Adult,,,
30/04/2023,"['Shaving Cream', 'Shampoo']",Teenager,,,
30/04/2023,"['Yogurt', 'Jam','Bread', 'Diapers']",Young Adult,,,
30/04/2023,"['Cooking Oil', 'Shower Gel', 'Tissues', Salt]",Homemaker,,,
30/04/2023,"['Mop', 'Body wash', 'Light Bulbs']",Middle-Aged,,,
30/04/2023,"['Rice','Spices', 'Vinegar', 'Carrots']",Middle-Aged,,,
30/04/2023,"['Coffee','Biscuit', 'Banana', 'Shampoo', 'Milk']",Senior Citizen,,,
30/04/2023,"['Tea','Biscuit']",Teenager,,,
30/04/2023,"['Rice','Spices']",Teenager,,,
30/04/2023,['Paper Towel For Faces'],Middle-Aged,,,
30/04/2023,"['Plant Fertilizer', 'Spices', 'Wheat Flour', 'Vinegar', 'Shower Gel']",Teenager,,,
30/04/2023,"['Juices','Chips']",Teenager,,,
30/04/2023,"['Tea','Biscuit', 'Rice','Dhal','Jam','Bread', 'Cleaning Spray', Salt, 'Deodorant']",Senior Citizen,,,
30/04/2023,['Hair Gel'],Middle-Aged,,,
30/04/2023,"['Diapers', 'Saftey Razor Blade', 'Rice','Spices', 'Vinegar', 'Trash Bags']",Young Adult,,,
30/04/2023,"['Honey', 'Bread']",Middle-Aged,,,
30/04/2023,"['Shaving Cream','Razor']",Senior Citizen,,,
30/04/2023,"['Mustard', 'Insect Repellent', 'Dhal', 'Trash Bags', 'Chips']",Homemaker,,,
30/04/2023,['Chips'],Senior Citizen,,,
30/04/2023,"['Cheese', 'Tea','Biscuit', 'Tomatoes', 'Hand Sanitizer', 'Pickles']",Young Adult,,,
30/04/2023,"['Wheat Flour', 'Chips']",Senior Citizen,,,
30/04/2023,"['Pickles', 'Ice Cream', 'Baby Wipes']",Young Adult,,,
30/04/2023,"['Peanut Butter', 'Shaving Cream', 'Cleaning Spray', 'Kambu Rice', 'Ragi Malt']",Senior Citizen,,,
30/04/2023,"['Trash Bags', 'Spinach']",Homemaker,,,
30/04/2023,"['Broom', 'Vegetables', 'Potatoes', Salt, 'Black pepper']",Middle-Aged,,,
30/04/2023,"['Spinach', 'Deodorant', 'Toilet Freshner']",Senior Citizen,,,
30/04/2023,"['Ragi Malt', 'Dish Soap']",Teenager,,,
30/04/2023,"['Cereal', 'Chocolate', 'Yogurt']",Homemaker,,,
30/04/2023,"['Mustard', 'Feminine Hygiene Products','Paper Towel for Faces', 'Deodorant', Salt, 'Spinach']",Young Adult,,,
30/04/2023,"['Dustpan', 'Black pepper']",Teenager,,,
30/04/2023,"['Deodorant', 'Hand Sanitizer', 'Soda', 'Light Bulbs']",Young Adult,,,
30/04/2023,"['Mustard', 'Cooking Oil', 'Tomatoes', 'Coffee','Biscuit', 'Dhal']",Senior Citizen,,,
30/04/2023,"['Broom', 'Toilet Freshner', 'Deodorant']",Middle-Aged,,,
30/04/2023,"['Air Freshener', 'Vinegar', 'Wheat Rava']",Homemaker,,,
30/04/2023,"['Light Bulbs', 'Air Freshener', 'Shampoo', 'Shaving Cream', 'Deodorant']",Young Adult,,,
30/04/2023,"['Eggs', 'Chocolate', 'Jam','Bread', 'Banana']",Middle-Aged,,,
30/04/2023,"['Potatoes', 'Dustpan', 'Mop', 'Chocolate', 'Air Freshener']",Senior Citizen,,,
30/04/2023,"['Dustpan', 'Onions', 'Cleaning Spray', 'Spices', 'Nuts']",Young Adult,,,
30/04/2023,"['Toothpaste',  'Tongue Cleaner', 'Baby Wipes', 'Cheese']",Senior Citizen,,,
30/04/2023,['Dustpan'],Senior Citizen,,,
30/04/2023,"['Milk', 'Cleaning Spray', 'Ragi Malt']",Senior Citizen,,,
30/04/2023,"['Wheat Rava', 'Orange', 'Laundry Detergent', 'Vegetables', 'Mustard']",Middle-Aged,,,
30/04/2023,"['Laundry Detergent', 'Dishwash scrubber', 'Cereal', 'Cereal Bars', 'Black pepper']",Senior Citizen,,,
30/04/2023,"['Nuts', 'Juices','Chips', 'Shampoo']",Young Adult,,,
30/04/2023,"['Stationery', 'Ragi Malt', 'Hair Gel', 'Cereal Bars', 'Ketchup']",Young Adult,,,
30/04/2023,"['Ketchup', 'Dhal']",Teenager,,,
30/04/2023,['Olive Oil'],Homemaker,,,
30/04/2023,['Ketchup'],Young Adult,,,
30/04/2023,"['Bread','Egg']",Young Adult,,,
30/04/2023,['Pickles'],Senior Citizen,,,
30/04/2023,"['Sugar', 'Hand Sanitizer']",Young Adult,,,
30/04/2023,"['Chocolate', 'Stationery', 'Bread', 'Tissues']",Senior Citizen,,,
30/04/2023,"['Cereal Bars','Rice','Dhal', 'Chocolate', 'Milk', 'Broom']",Teenager,,,
30/04/2023,"['Banana', 'Diapers', 'Air Freshener']",Middle-Aged,,,
30/04/2023,"['Semiya', 'Laundry Detergent', 'Milk', 'Kambu Rice']",Senior Citizen,,,
30/04/2023,"['Body wash', 'Spices', 'Carrots']",Middle-Aged,,,
01/05/2023,['Cleaner'],Teenager,,,
01/05/2023,"['Semiya', 'Honey', 'Paper Towel For Faces', 'Tissues']",Middle-Aged,,,
01/05/2023,"['Light Bulbs', 'Saftey Razor Blade', 'Rice','Spices']",Teenager,,,
01/05/2023,"['Mustard', 'Hand Sanitizer', 'Pasta']",Middle-Aged,,,
01/05/2023,"['Mustard', 'Dhal', 'Dishwash scrubber']",Middle-Aged,,,
01/05/2023,"['Cleaner', 'Rice','Spices', 'Light Bulbs', 'Sugar']",Senior Citizen,,,
01/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Banana', 'Mop', 'Hand Sanitizer']",Homemaker,,,
01/05/2023,"['Nuts', Salt, 'Hand Sanitizer', 'Paper Towel For Faces']",Middle-Aged,,,
01/05/2023,"['Cooking Oil', 'Sugar', 'Deodorant']",Middle-Aged,,,
01/05/2023,['Chips'],Teenager,,,
01/05/2023,"['Dishwash scrubber', 'Saftey Razor Blade', 'Tea','Biscuit', 'Rice','Spices', 'Eggs']",Young Adult,,,
01/05/2023,"['Vegetables', 'Deodorant']",Young Adult,,,
01/05/2023,"['Honey', 'Wheat Rava', 'Baby Wipes']",Senior Citizen,,,
01/05/2023,['Dishwash scrubber'],Middle-Aged,,,
01/05/2023,"['Saftey Razor Blade', 'Olive Oil']",Senior Citizen,,,
01/05/2023,"['Honey', 'Orange','Ice Cream']",Senior Citizen,,,
01/05/2023,"['Paper Towel For Faces', 'Kambu Rice', 'Apple']",Middle-Aged,,,
