Date,Product,Customer_Category
13/10/2023,['Vinegar'],Homemaker
13/10/2023,"['Orange', 'Pasta', 'Paper Towel For Faces', 'Apple', 'Jam','Bread']",Young Adult
13/10/2023,"['Pickles', 'Cleaner', 'Saftey Razor Blade', 'Mustard', 'Carrots']",Middle-Aged
13/10/2023,['Ketchup'],Senior Citizen
13/10/2023,"['Semiya', 'Banana', 'Coffee','Biscuit', 'Cleaner', 'Olive Oil']",Middle-Aged
13/10/2023,"['Trash Bags', 'Kambu Rice', 'Paper Towel For Faces']",Senior Citizen
13/10/2023,"['Ragi Malt', 'Milk', 'Juices','Chips', 'Cleaner']",Young Adult
13/10/2023,['Ketchup'],Teenager
13/10/2023,"['Chips', 'Ketchup', 'Wheat Rava', 'Salt']",Young Adult
13/10/2023,"['Chocolate', 'Shower Gel']",Young Adult
13/10/2023,"['Plant Fertilizer', 'Diapers']",Homemaker
13/10/2023,"['Chips', 'Vinegar', 'Ragi Malt']",Senior Citizen
13/10/2023,['Dishwash scrubber'],Young Adult
13/10/2023,"['Carrots', 'Vegetables']",Middle-Aged
13/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Young Adult
13/10/2023,"['Vinegar', 'Paper Towel For Faces', 'Plant Fertilizer']",Middle-Aged
13/10/2023,"['Plant Fertilizer', 'Light Bulbs']",Teenager
13/10/2023,"['Tissues', 'Saftey Razor Blade', 'Stationery', 'Eggs']",Young Adult
13/10/2023,"['Coffee','Biscuit', 'Broom']",Senior Citizen
13/10/2023,"['Toilet Freshner', 'Deodorant', 'Wheat Flour', 'Wheat Rava']",Senior Citizen
13/10/2023,"['Peanut Butter', 'Bread', 'Saftey Razor Blade', 'Laundry Detergent', 'Stationery']",Young Adult
13/10/2023,"['Laundry Detergent', 'Honey', 'Deodorant', 'Baby Wipes', 'Coffee','Biscuit']",Young Adult
13/10/2023,['Spinach'],Young Adult
13/10/2023,"['Vinegar', 'Baby Wipes', 'Dustpan', 'Salt']",Young Adult
13/10/2023,['Vinegar'],Senior Citizen
13/10/2023,"['Wheat Rava', 'Tea','Biscuit']",Middle-Aged
13/10/2023,"['Carrots','Spices','Rice']",Teenager
13/10/2023,"['Insect Repellent', 'Semiya']",Young Adult
13/10/2023,"['Eggs', 'Yogurt']",Middle-Aged
13/10/2023,"['Diapers', 'Tea','Biscuit', 'Yogurt', 'Nuts']",Senior Citizen
13/10/2023,['Pasta'],Senior Citizen
13/10/2023,"['Ketchup', 'Pasta', 'Rice','Spices']",Middle-Aged
13/10/2023,"['Cheese', 'Insect Repellent', 'Rice','Spices', 'Tissues', 'Cooking Oil']",Middle-Aged
13/10/2023,"['Dustpan', 'Pasta']",Teenager
13/10/2023,"['Apple', 'Eggs']",Senior Citizen
13/10/2023,"['Baby Wipes', 'Cleaner', 'Feminine Hygiene Products','Paper Towel for Faces', 'Peanut Butter', 'Jam','Bread']",Senior Citizen
13/10/2023,['Cleaner'],Senior Citizen
13/10/2023,"['Potatoes', 'Cleaner']",Homemaker
13/10/2023,"['Insect Repellent', 'Trash Bags']",Homemaker
13/10/2023,"['Toilet Freshner', 'Trash Bags', 'Pasta', 'Spices', 'Onions']",Senior Citizen
13/10/2023,"['Cheese', 'Jam','Bread']",Middle-Aged
13/10/2023,"['Spinach', 'Paper Towel For Faces', 'Shampoo']",Homemaker
13/10/2023,"['Bread', 'Orange']",Homemaker
13/10/2023,['Air Freshener'],Homemaker
13/10/2023,"['Saftey Razor Blade', 'Kambu Rice']",Senior Citizen
13/10/2023,"['Banana', 'Chips', 'Peanut Butter', 'Shampoo']",Young Adult
13/10/2023,"['Cooking Oil','Spices','Rice']",Middle-Aged
13/10/2023,"['Peanut Butter', 'Deodorant']",Senior Citizen
13/10/2023,"['Peanut Butter', 'Cereal', 'Onions', 'Hair Gel']",Young Adult
13/10/2023,['Soap'],Young Adult
13/10/2023,"['Pasta', 'Toothbrush', 'Spices', 'Banana', 'Coffee','Biscuit']",Middle-Aged
13/10/2023,"['Rice','Spices']",Young Adult
13/10/2023,"['Eggs', 'Dish Soap']",Senior Citizen
13/10/2023,['Body wash'],Middle-Aged
14/10/2023,['Trash Bags'],Young Adult
14/10/2023,"['Pickles', 'Shower Gel', 'Honey', 'Chocolate', 'Paper Towel For Faces']",Senior Citizen
14/10/2023,"['Pasta', 'Shampoo', 'Bread', 'Baby Wipes', 'Cleaning Spray']",Middle-Aged
14/10/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Salt', 'Coconut oil']",Senior Citizen
14/10/2023,"['Wheat FLour', 'Dhal' ,'Vegetables ]",Middle-Aged
14/10/2023,"['Banana', 'Nuts', 'Hand Sanitizer', 'Shaving Cream', 'Shaving Cream']",Senior Citizen
14/10/2023,"['Cereal', 'Cooking Oil', 'Cleaning Spray', 'Ragi Malt', 'Light Bulbs']",Young Adult
14/10/2023,"['Kambu Rice', 'Ragi Malt']",Senior Citizen
14/10/2023,"['Deodorant', 'Diapers', 'Plant Fertilizer']",Young Adult
14/10/2023,"['Stationery', 'Banana', 'Kambu Rice']",Homemaker
14/10/2023,['Cleaning Spray'],Senior Citizen
14/10/2023,"['Coconut oil', 'Orange', 'Black pepper', 'Shampoo', 'Insect Repellent']",Young Adult
14/10/2023,"['Mustard', 'Mop', 'Rice','Spices', 'Mop']",Homemaker
14/10/2023,"['Saftey Razor Blade', 'Spinach']",Young Adult
14/10/2023,"['Dishwash scrubber', 'Tissues', 'Broom', 'Body wash']",Homemaker
14/10/2023,"['Eggs', 'Wheat Rava', 'Shampoo']",Senior Citizen
14/10/2023,"['Dish Soap', 'Broom', 'Stationery']",Middle-Aged
14/10/2023,"['Nuts', 'Sugar', 'Light Bulbs', 'Toilet Freshner', 'Insect Repellent']",Senior Citizen
14/10/2023,['Tissues'],Middle-Aged
14/10/2023,['Dish Soap'],Homemaker
14/10/2023,"['Vinegar', 'Stationery', 'Dish Soap', 'Shower Gel']",Senior Citizen
14/10/2023,"['Air Freshener', 'Chocolate', 'Light Bulbs']",Middle-Aged
14/10/2023,"['Nuts', 'Carrots']",Young Adult
14/10/2023,"['Dhal','Spices','Rice', 'Chocolate', 'Deodorant', 'Coconut oil']",Middle-Aged
14/10/2023,"['Kambu Rice', 'Paper Towel For Faces', 'Apple', 'Dishwash scrubber', 'Coconut oil']",Teenager
14/10/2023,['Cereal Bars'],Senior Citizen
14/10/2023,"['Dish Soap', 'Feminine Hygiene Products','Paper Towel for Faces', 'Mop']",Senior Citizen
14/10/2023,"['Coconut oil', 'Sugar', 'Milk', 'Cereal', 'Hair Gel']",Middle-Aged
14/10/2023,"['Plant Fertilizer', 'Cleaner', 'Air Freshener']",Senior Citizen
14/10/2023,"['Cereal Bars', 'Air Freshener', 'Kambu Rice', 'Potatoes']",Middle-Aged
14/10/2023,"['Light Bulbs', 'Eggs', 'Bread', 'Saftey Razor Blade']",Middle-Aged
14/10/2023,"['Juices','Chips', 'Air Freshener', 'Vinegar', 'Shower Gel']",Teenager
14/10/2023,"['Power Strips', 'Rice','Spices', 'Power Strips', 'Ragi Malt']",Middle-Aged
14/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Hair Gel', 'Trash Bags', 'Rice','Spices', 'Kambu Rice']",Young Adult
14/10/2023,"['Ketchup', 'Saftey Razor Blade', 'Air Freshener']",Middle-Aged
14/10/2023,"['Dishwash scrubber', 'Honey', 'Vegetables', 'Cleaning Spray']",Homemaker
14/10/2023,['Soap'],Young Adult
14/10/2023,"['Shaving Cream', 'Paper Towel For Faces', 'Baby Wipes', 'Dish Soap']",Senior Citizen
14/10/2023,"['Shaving Cream', 'Feminine Hygiene Products','Paper Towel for Faces', 'Salt', 'Pickles']",Senior Citizen
14/10/2023,"['Salt','Spices','Rice']",Senior Citizen
14/10/2023,"['Dustpan', 'Toilet Freshner', 'Shaving Cream', 'Nuts']",Middle-Aged
14/10/2023,['Toothbrush'],Middle-Aged
14/10/2023,"['Stationery', 'Ice Cream', 'Toothbrush']",Middle-Aged
14/10/2023,"['Tea','Biscuit', 'Dish Soap']",Teenager
14/10/2023,"['Juices','Chips', 'Coffee','Biscuit']",Homemaker
14/10/2023,"['Power Strips', 'Ragi Malt', 'Deodorant', 'Ragi Malt', 'Pasta']",Young Adult
14/10/2023,"['Dishwash scrubber', 'Paper Towel For Faces']",Senior Citizen
14/10/2023,"['Hair Gel', 'Diapers', 'Wheat FLour','Vegetables,'Dhal', 'Deodorant']",Teenager
14/10/2023,"['Jam','Bread', 'Air Freshener', 'Spinach']",Senior Citizen
14/10/2023,"['Carrots','Spices','Rice']",Middle-Aged
14/10/2023,"['Tea','Biscuit', 'Honey', 'Wheat FLour','Vegetables,'Dhal' ]",Middle-Aged
14/10/2023,"['Black pepper', 'Hair Gel', 'Eggs']",Young Adult
14/10/2023,['Baby Wipes'],Middle-Aged
14/10/2023,"['Kambu Rice', 'Toilet Freshner', 'Banana', 'Sugar']",Homemaker
14/10/2023,"['Soda', 'Shower Gel']",Teenager
14/10/2023,"['Yogurt', 'Cleaner', 'Jam','Bread', 'Semiya', 'Cereal Bars']",Young Adult
14/10/2023,"['Toothbrush', 'Wheat FLour','Vegetables,'Dhal' ]",Middle-Aged
14/10/2023,"['Vinegar', 'Ketchup', 'Jam','Bread', 'Jam','Bread', 'Soda']",Teenager
14/10/2023,"['Kambu Rice', 'Body wash', 'Cleaner']",Middle-Aged
14/10/2023,"['Vegetables', 'Ice Cream']",Young Adult
14/10/2023,"['Wheat Flour', 'Dustpan', 'Insect Repellent']",Senior Citizen
14/10/2023,['Light Bulbs'],Homemaker
14/10/2023,"['Tea','Biscuit', 'Cleaning Spray']",Teenager
14/10/2023,"['Dishwash scrubber', 'Tea','Biscuit', 'Wheat Rava', 'Wheat Rava']",Senior Citizen
14/10/2023,"['Rice','Spices', 'Jam','Bread', 'Shampoo']",Young Adult
14/10/2023,"['Light Bulbs', 'Jam','Bread', 'Light Bulbs', 'Pickles']",Homemaker
14/10/2023,"['Plant Fertilizer', 'Sugar']",Middle-Aged
14/10/2023,"['Black pepper', 'Mop', 'Peanut Butter', 'Power Strips', 'Coffee','Biscuit']",Teenager
14/10/2023,"['Toilet Freshner', 'Light Bulbs']",Teenager
14/10/2023,"['Bread', 'Baby Wipes']",Senior Citizen
14/10/2023,"['Black pepper', 'Cleaning Spray', 'Trash Bags', 'Cleaning Spray']",Middle-Aged
14/10/2023,"['Coffee','Biscuit']",Middle-Aged
14/10/2023,"['Stationery', 'Black pepper', 'Spinach', 'Deodorant', 'Toilet Freshner']",Homemaker
14/10/2023,"['Potatoes', 'Saftey Razor Blade']",Middle-Aged
14/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Broom', 'Pasta']",Teenager
14/10/2023,"['Wheat Flour', 'Coconut oil', 'Ice Cream', 'Body wash']",Young Adult
14/10/2023,"['Deodorant', 'Wheat FLour','Vegetables,'Dhal', 'Onions', 'Stationery']",Young Adult
14/10/2023,"['Juices','Chips', 'Vegetables', 'Honey', 'Milk']",Middle-Aged
14/10/2023,"['Ice Cream', 'Ketchup', 'Shaving Cream', 'Saftey Razor Blade']",Young Adult
14/10/2023,"['Black pepper', 'Insect Repellent', 'Paper Towel For Faces']",Senior Citizen
14/10/2023,"['Dustpan', 'Soap']",Middle-Aged
14/10/2023,"['Cleaner', 'Chocolate', 'Dishwash scrubber', 'Ice Cream', 'Hair Gel']",Middle-Aged
14/10/2023,"['Deodorant', 'Onions', 'Vinegar', 'Jam','Bread']",Young Adult
14/10/2023,['Spinach'],Middle-Aged
14/10/2023,['Dish Soap'],Senior Citizen
15/10/2023,"['Vegetables', 'Kambu Rice', 'Black pepper', 'Chips']",Middle-Aged
15/10/2023,"['Honey', 'Coffee','Biscuit', 'Dhal' ]",Middle-Aged
15/10/2023,['Cereal Bars'],Young Adult
15/10/2023,"['Vinegar', 'Ragi Malt', 'Carrots', 'Sugar', 'Cereal']",Young Adult
15/10/2023,"['Mustard','Spices','Rice']",Young Adult
15/10/2023,"['Wheat Rava', 'Cooking Oil']",Senior Citizen
15/10/2023,"['Vinegar', 'Hair Gel']",Young Adult
15/10/2023,['Stationery'],Senior Citizen
15/10/2023,"['Rice','Spices']",Young Adult
15/10/2023,"['Trash Bags', 'Cereal', 'Bread', 'Pickles', 'Carrots']",Middle-Aged
15/10/2023,"['Dhal', 'Cereal', 'Chips', 'Spinach']",Senior Citizen
15/10/2023,"['Juices','Chips', 'Wheat Flour']",Homemaker
15/10/2023,"['Chips', 'Potatoes']",Teenager
15/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Young Adult
15/10/2023,"['Nuts', 'Cheese', 'Cleaning Spray']",Teenager
15/10/2023,"['Cheese', 'Wheat Rava', 'Juices','Chips']",Young Adult
15/10/2023,"['Black pepper', 'Spices']",Middle-Aged
15/10/2023,"['Onions', 'Vinegar', 'Coffee','Biscuit']",Teenager
15/10/2023,"['Dhal','Spices','Rice']",Teenager
15/10/2023,"['Spices', 'Wheat FLour','Vegetables,'Dhal', 'Wheat FLour','Vegetables,'Dhal', 'Wheat FLour','Vegetables,'Dhal', 'Vinegar']",Homemaker
15/10/2023,['Milk'],Young Adult
15/10/2023,"['Nuts', 'Toothbrush', 'Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen
15/10/2023,"['Deodorant', 'Kambu Rice', 'Spices', 'Air Freshener', 'Jam','Bread']",Young Adult
15/10/2023,"['Carrots', 'Toilet Freshner', 'Laundry Detergent']",Young Adult
15/10/2023,"['Pasta', 'Deodorant', 'Air Freshener', 'Toilet Freshner', 'Coconut oil']",Middle-Aged
15/10/2023,"['Rice','Spices', 'Wheat Flour', 'Tissues']",Young Adult
15/10/2023,"['Orange', 'Wheat Flour']",Senior Citizen
15/10/2023,"['Cooking Oil', 'Peanut Butter', 'Peanut Butter', 'Milk', 'Tea','Biscuit']",Young Adult
15/10/2023,"['Baby Wipes', 'Dish Soap']",Middle-Aged
15/10/2023,"['Yogurt', 'Deodorant', 'Diapers']",Young Adult
15/10/2023,"['Broom', 'Nuts', 'Hair Gel']",Young Adult
15/10/2023,"['Honey', 'Dishwash scrubber', 'Shower Gel', 'Tea','Biscuit']",Teenager
15/10/2023,"['Ice Cream', 'Vinegar', 'Cleaner']",Homemaker
15/10/2023,"['Milk', 'Kambu Rice', 'Vinegar', 'Cereal Bars']",Middle-Aged
15/10/2023,"['Trash Bags', 'Baby Wipes', 'Banana', 'Insect Repellent', 'Hair Gel']",Middle-Aged
15/10/2023,"['Nuts', 'Deodorant']",Senior Citizen
15/10/2023,"['Onions', 'Semiya', 'Nuts', 'Cereal Bars']",Senior Citizen
15/10/2023,"['Saftey Razor Blade', 'Banana', 'Apple', 'Hand Sanitizer', 'Olive Oil']",Young Adult
15/10/2023,"['Black pepper', 'Spices', 'Insect Repellent']",Teenager
15/10/2023,"['Hand Sanitizer', 'Insect Repellent', 'Juices','Chips']",Senior Citizen
15/10/2023,"['Apple', 'Pickles', 'Soap', 'Dishwash scrubber']",Young Adult
15/10/2023,"['Ice Cream', 'Air Freshener', 'Onions']",Homemaker
15/10/2023,"['Mop', 'Cooking Oil', 'Dustpan', 'Nuts', 'Peanut Butter']",Senior Citizen
15/10/2023,"['Soap', 'Paper Towel For Faces', 'Chips']",Young Adult
15/10/2023,"['Onions', 'Cheese', 'Vegetables']",Middle-Aged
15/10/2023,"['Semiya','Rice','Spices']",Young Adult
15/10/2023,"['Feminine Hygiene Products','Paper Towel for Faces']",Senior Citizen
15/10/2023,"['Kambu Rice', 'Broom']",Middle-Aged
15/10/2023,"['Rice','Spices', 'Mustard', 'Bread', 'Banana']",Senior Citizen
15/10/2023,"['Banana', 'Coffee','Biscuit', 'Dish Soap', 'Wheat FLour','Vegetables,'Dhal' ]",Homemaker
15/10/2023,['Plant Fertilizer'],Middle-Aged
15/10/2023,"['Onions', 'Dustpan']",Senior Citizen
15/10/2023,"['Kambu Rice', 'Potatoes', 'Cooking Oil']",Young Adult
15/10/2023,"['Dish Soap', 'Wheat FLour','Vegetables,'Dhal', 'Power Strips', 'Mustard', 'Pickles']",Teenager
15/10/2023,['Ragi Malt'],Senior Citizen
15/10/2023,"['Shower Gel', 'Cheese', 'Apple', 'Mustard']",Senior Citizen
15/10/2023,['Dishwash scrubber'],Middle-Aged
15/10/2023,"['Coffee','Biscuit', 'Milk', 'Cereal']",Young Adult
15/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Middle-Aged
15/10/2023,"['Salt', 'Plant Fertilizer', 'Deodorant', 'Dish Soap', 'Power Strips']",Teenager
15/10/2023,"['Orange', 'Cereal', 'Tea','Biscuit']",Senior Citizen
15/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Ketchup', 'Shampoo', 'Deodorant']",Young Adult
15/10/2023,"['Milk', 'Deodorant', 'Dish Soap', 'Honey']",Middle-Aged
15/10/2023,"['Deodorant', 'Black pepper', 'Wheat FLour','Vegetables,'Dhal' ]",Senior Citizen
15/10/2023,"['Potatoes','Rice','Spices', 'Hair Gel']",Senior Citizen
15/10/2023,"['Cleaning Spray', 'Body wash', 'Cereal Bars', 'Broom', 'Cereal Bars']",Young Adult
15/10/2023,"['Olive Oil', 'Ketchup']",Young Adult
15/10/2023,"['Vegetables','Rice','Dhal','Spinach']",Young Adult
15/10/2023,"['Toilet Freshner', 'Shaving Cream', 'Olive Oil']",Middle-Aged
15/10/2023,"['Vinegar', 'Air Freshener', 'Paper Towel For Faces', 'Tissues', 'Shampoo']",Senior Citizen
15/10/2023,"['Air Freshener', 'Pasta', 'Milk', 'Hand Sanitizer']",Homemaker
15/10/2023,"['Spinach', 'Pasta', 'Cereal Bars', 'Peanut Butter']",Senior Citizen
15/10/2023,"['Jam','Bread', 'Soda', 'Wheat Rava']",Homemaker
15/10/2023,"['Insect Repellent', 'Saftey Razor Blade', 'Coconut oil']",Senior Citizen
15/10/2023,"['Light Bulbs', 'Rice','Spices', 'Feminine Hygiene Products','Paper Towel for Faces', 'Saftey Razor Blade', 'Apple']",Senior Citizen
15/10/2023,"['Kambu Rice', 'Pickles', 'Dustpan', 'Baby Wipes']",Middle-Aged
15/10/2023,['Yogurt'],Senior Citizen
15/10/2023,"['Semiya', 'Soda', 'Air Freshener', 'Wheat Flour', 'Toilet Freshner']",Senior Citizen
15/10/2023,['Cereal'],Senior Citizen
15/10/2023,"['Dishwash scrubber', 'Pasta', 'Dhal', 'Dustpan']",Senior Citizen
15/10/2023,"['Peanut Butter', 'Carrots', 'Cheese', 'Cereal']",Middle-Aged
15/10/2023,"['Spinach','Rice','Spices', 'Vinegar']",Senior Citizen
15/10/2023,['Vinegar'],Young Adult
15/10/2023,['Nuts'],Senior Citizen
16/10/2023,['Diapers'],Young Adult
16/10/2023,"['Vinegar', 'Rice','Spices', 'Wheat FLour','Vegetables,'Dhal' ]",Young Adult
16/10/2023,"['Tea','Biscuit', 'Kambu Rice', 'Juices','Chips', 'Eggs', 'Dish Soap']",Teenager
16/10/2023,"['Air Freshener', 'Soap', 'Hair Gel', 'Shampoo']",Teenager
16/10/2023,"['Baby Wipes', 'Semiya']",Homemaker
16/10/2023,"['Chocolate', 'Carrots', 'Coffee','Biscuit', 'Honey']",Young Adult
16/10/2023,['Mop'],Senior Citizen
16/10/2023,"['Chips', 'Spices', 'Honey', 'Rice','Spices', 'Toothbrush']",Senior Citizen
16/10/2023,"['Vinegar', 'Toothbrush', 'Rice','Spices', 'Cereal', 'Pasta']",Middle-Aged
16/10/2023,"['Dishwash scrubber', 'Potatoes', 'Deodorant', 'Semiya', 'Toothbrush']",Young Adult
16/10/2023,"['Eggs', 'Jam','Bread', 'Diapers', 'Kambu Rice', 'Mustard']",Senior Citizen
16/10/2023,"['Potatoes', 'Spices']",Teenager
16/10/2023,"['Coffee','Biscuit', 'Jam','Bread', 'Hair Gel', 'Diapers']",Middle-Aged
16/10/2023,"['Spinach', 'Cereal', 'Trash Bags']",Middle-Aged
16/10/2023,"['Dustpan', 'Black pepper', 'Mop']",Young Adult
16/10/2023,"['Carrots', 'Spinach', 'Cooking Oil', 'Mop']",Middle-Aged
16/10/2023,"['Saftey Razor Blade', 'Peanut Butter', 'Tomatoes', 'Potatoes']",Senior Citizen
16/10/2023,"['Yogurt', 'Wheat Rava']",Senior Citizen
16/10/2023,"['Mustard', 'Cleaning Spray', 'Saftey Razor Blade', 'Cooking Oil', 'Nuts']",Senior Citizen
16/10/2023,"['Ragi Malt', 'Tissues', 'Pasta']",Middle-Aged
16/10/2023,"['Shower Gel', 'Air Freshener', 'Onions', 'Mop']",Middle-Aged
16/10/2023,"['Black pepper', 'Kambu Rice', 'Vinegar', 'Shower Gel', 'Orange']",Senior Citizen
16/10/2023,['Coconut oil'],Young Adult
16/10/2023,"['Toothbrush', 'Saftey Razor Blade', 'Toothbrush']",Senior Citizen
16/10/2023,"['Hair Gel', 'Mustard']",Young Adult
16/10/2023,"['Potatoes', 'Rice','Spices','Cooking Oil', 'Deodorant', 'Semiya']",Middle-Aged
16/10/2023,"['Olive Oil', 'Soda', 'Kambu Rice', 'Banana']",Middle-Aged
16/10/2023,['Salt'],Middle-Aged
16/10/2023,"['Toilet Freshner', 'Trash Bags', 'Power Strips']",Homemaker
16/10/2023,"['Chocolate', 'Pasta', 'Hair Gel', 'Tissues', 'Feminine Hygiene Products','Paper Towel for Faces']",Young Adult
16/10/2023,"['Shaving Cream', 'Insect Repellent', 'Bread', 'Dishwash scrubber', 'Vinegar']",Homemaker
16/10/2023,"['Shaving Cream', 'Dish Soap', 'Carrots']",Middle-Aged
16/10/2023,"['Mop', 'Spices', 'Semiya', 'Dhal', 'Mop']",Middle-Aged
16/10/2023,"['Vinegar', 'Ragi Malt', 'Vinegar', 'Eggs', 'Shower Gel']",Homemaker
16/10/2023,"['Air Freshener', 'Potatoes', 'Semiya', 'Deodorant']",Middle-Aged
16/10/2023,['Bread'],Middle-Aged
16/10/2023,"['Broom', 'Pasta', 'Wheat FLour','Vegetables,'Dhal' ]",Senior Citizen
16/10/2023,"['Cheese', 'Chocolate', 'Shaving Cream']",Homemaker
16/10/2023,"['Peanut Butter', 'Hand Sanitizer', 'Broom', 'Stationery']",Senior Citizen
16/10/2023,"['Eggs', 'Coffee','Biscuit', 'Toilet Freshner', 'Coffee','Biscuit']",Young Adult
16/10/2023,['Laundry Detergent'],Homemaker
16/10/2023,"['Banana', 'Bread', 'Pasta', 'Vinegar']",Homemaker
16/10/2023,"['Orange','Rice','Spices']",Senior Citizen
16/10/2023,"['Pasta', 'Paper Towel For Faces', 'Stationery', 'Cereal', 'Tea','Biscuit']",Young Adult
16/10/2023,"['Peanut Butter', 'Wheat Rava', 'Dustpan', 'Hand Sanitizer', 'Pickles']",Senior Citizen
16/10/2023,['Sugar'],Senior Citizen
16/10/2023,"['Cereal Bars', 'Light Bulbs', 'Olive Oil', 'Mop', 'Olive Oil']",Senior Citizen
16/10/2023,"['Paper Towel For Faces', 'Vegetables']",Young Adult
16/10/2023,"['Nuts', 'Sugar', 'Onions', 'Stationery', 'Plant Fertilizer']",Teenager
16/10/2023,"['Mustard', 'Plant Fertilizer', 'Diapers', 'Dishwash scrubber']",Senior Citizen
16/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Tea','Biscuit', 'Deodorant']",Young Adult
16/10/2023,"['Deodorant', 'Coffee','Biscuit', 'Spinach', 'Juices','Chips']",Senior Citizen
16/10/2023,"['Vinegar', 'Air Freshener', 'Vinegar', 'Bread']",Middle-Aged
16/10/2023,['Cooking Oil'],Teenager
16/10/2023,['Light Bulbs'],Teenager
16/10/2023,"['Nuts', 'Milk', 'Sugar', 'Feminine Hygiene Products','Paper Towel for Faces']",Teenager
16/10/2023,"['Jam','Bread', 'Eggs', 'Onions', 'Milk', 'Yogurt']",Homemaker
16/10/2023,"['Bread', 'Black pepper', 'Coconut oil']",Teenager
16/10/2023,"['Paper Towel For Faces', 'Vegetables', 'Pickles', 'Shaving Cream', 'Shampoo']",Teenager
16/10/2023,"['Vinegar', 'Mop']",Young Adult
16/10/2023,"['Banana', 'Power Strips']",Homemaker
16/10/2023,"['Saftey Razor Blade', 'Wheat FLour','Vegetables,'Dhal', 'Body wash', 'Yogurt', 'Jam','Bread']",Senior Citizen
16/10/2023,"['Power Strips', 'Pickles', 'Air Freshener', 'Broom', 'Wheat Rava']",Teenager
16/10/2023,"['Hair Gel', 'Pickles', 'Paper Towel For Faces', 'Cereal Bars']",Young Adult
16/10/2023,"['Coffee','Biscuit', 'Wheat FLour','Vegetables,'Dhal', 'Mustard', 'Onions']",Middle-Aged
16/10/2023,"['Tomatoes', 'Dustpan', 'Soap']",Middle-Aged
16/10/2023,"['Cereal', 'Onions','Rice','Spices', 'Bread', 'Dish Soap']",Middle-Aged
16/10/2023,"['Hand Sanitizer', 'Ketchup', 'Shampoo', 'Apple', 'Spinach']",Senior Citizen
16/10/2023,"['Cereal', 'Cleaning Spray']",Young Adult
16/10/2023,"['Onions', 'Coconut oil']",Homemaker
17/10/2023,"['Wheat Flour', 'Tomatoes', 'Vegetables']",Teenager
17/10/2023,"['Apple', 'Kambu Rice', 'Coffee','Biscuit']",Senior Citizen
17/10/2023,"['Toothbrush', 'Toilet Freshner']",Senior Citizen
17/10/2023,"['Black pepper', 'Trash Bags']",Young Adult
17/10/2023,"['Rice','Spices', 'Cheese', 'Apple']",Young Adult
17/10/2023,"['Ketchup', 'Coconut oil', 'Insect Repellent', 'Trash Bags', 'Sugar']",Senior Citizen
17/10/2023,"['Stationery', 'Spices', 'Deodorant', 'Vegetables']",Teenager
17/10/2023,['Kambu Rice'],Senior Citizen
17/10/2023,"['Dish Soap', 'Chocolate', 'Jam','Bread']",Young Adult
17/10/2023,"['Coffee','Biscuit']",Young Adult
17/10/2023,"['Cooking Oil', 'Tomatoes', 'Cooking Oil', 'Trash Bags']",Senior Citizen
17/10/2023,"['Shampoo','Bathing soap']",Senior Citizen
17/10/2023,"['Trash Bags', 'Tea','Biscuit', 'Olive Oil']",Senior Citizen
17/10/2023,"['Olive Oil', 'Stationery', 'Vinegar', 'Saftey Razor Blade']",Senior Citizen
17/10/2023,"['Dustpan', 'Body wash', 'Chips']",Young Adult
17/10/2023,['Tissues'],Senior Citizen
17/10/2023,"['Baby Wipes', 'Bread', 'Onions']",Senior Citizen
17/10/2023,"['Wheat FLour', 'Dhal' ,'Vegetables ]",Middle-Aged
17/10/2023,"['Air Freshener', 'Pickles', 'Chocolate']",Teenager
17/10/2023,"['Trash Bags', 'Tissues', 'Hand Sanitizer', 'Kambu Rice', 'Kambu Rice']",Senior Citizen
17/10/2023,"['Toothbrush', 'Tea','Biscuit', 'Semiya']",Senior Citizen
17/10/2023,['Orange'],Young Adult
17/10/2023,"['Cereal', 'Pasta', 'Wheat FLour','Vegetables,'Dhal', 'Chips']",Homemaker
17/10/2023,"['Chips', 'Diapers', 'Tissues']",Young Adult
17/10/2023,"['Wheat FLour','Vegetables,'Dhal', 'Baby Wipes', 'Olive Oil', 'Ragi Malt']",Middle-Aged
17/10/2023,"['Spinach', 'Vegetables', 'Shampoo', 'Spinach']",Young Adult
17/10/2023,"['Dish Soap', 'Pasta', 'Semiya', 'Laundry Detergent', 'Dhal' ]",Senior Citizen
17/10/2023,"['Milk', 'Juices','Chips', 'Broom']",Young Adult
17/10/2023,"['Toothbrush', 'Coconut oil']",Middle-Aged
17/10/2023,['Tissues'],Teenager
17/10/2023,"['Olive Oil', 'Dish Soap', 'Soap', 'Plant Fertilizer', 'Carrots']",Senior Citizen
17/10/2023,"['Coffee','Biscuit', 'Paper Towel For Faces', 'Peanut Butter']",Young Adult
17/10/2023,"['Spices', 'Toilet Freshner']",Middle-Aged
